raw_id,sqn,brand,brand_detected,product_manufacturer,weight,fat,pack,pfqn,tags,types
128644,грибы опята маринованные,Не Бренд,True,None,500г,,,Грибы опята маринованные «Белоручка» 500г,"Овощи, фрукты, грибы, ягоды|Соленые и квашенные овощи и плоды",грибное|грибной|грибочки|грибы|грибы + маринованные|грибы + опята|грибы + опята + маринованные|опята
157109,йогурт мультифрукт,Здрайверы,True,"ОАО ""Вимм-Билль-Данн""",85г,"2,5%",дой-пак,"Йогурт Здрайверы 2,5% мультифрукт 85г дой-пак","Молочные продукты|Молочные продукты, сыры, яйцо|Продукты молочные для детей и кормящих мам",йогурт
243043,кисель желудочный,Худеем за Неделю,True,"ООО""ЛЕОВИТ нутрис""",10х20г,,пак,Кисель Худеем за Неделю Желудочный 10х20г пак,Бакалея|Продукты для похудения,желудки|кисель
616960,оливки зеленые с косточкой,О'КЕЙ,True,EUROLIVA S.A.,300г,,,Оливки зеленые ОКЕЙ с косточкой 300г,Консервация|Овощные консервы|Оливки,оливки|оливки + без косточки|оливки + зеленые|оливки + косточки
139355,лососевые пив набор,Не Бренд,True,"ЗАО ""СевероВосточная компания""",150г,,в/у,Лососевые пив.набор. 150г PLESK в/у,"Рыба соленая и копченая|Рыба, морепродукты и икра|Рыбная гастрономия",лососевые|лосось
97550,чай желтая,Lipton,True,None,,,коробка + 100пак,Чай Липтон Желтая коробка 100пак,"Чай черный|Чай, кофе, какао",желтый|жёлтый|чай|чай + желтая
146244,сыр плавленный ассорти итальянское избранное,VALIO,True,ООО Валио,130г,,,Сыр плавленный Виола ассорти Итальянское избранное 130г,"Молочные продукты, сыры, яйцо|Плавленные, копченые, колбасные сыры|Сыры",сыр|сыр + ассорти|сыр + ассорти + избранное|сыр + избранное|сыр + плавленный|сыр + плавленный + ассорти|сыр + плавленный + избранное|сырки|сырная|сырные|сырный|сырок
134878,хлебушки ароматные 2х35,Настюша,True,"ООО Торговый дом ""Настюша""",,,,Хлебушки ароматные 2х35 Настюша,"Хлеб, батон, лепешки, лаваш|Хлебобулочные изделия",Хлебцы|хлеб|хлебные|хлебушки|хлебцы
124905,чай spring fresh зеленый лист лемонграсс/мята,Maitre,True,"ООО ""Современные чайные технологии""",100г,,,Чай Мэтр Spring Fresh зеленый лист Лемонграсс/мята 100г,"Чай зеленый|Чай, кофе, какао",чай|чай + зеленый|чай + зеленый + лист|чай + зеленый + листовой|чай + лист|чай + листовой|чай + листовой + лист|чай + мята
104740,приправа перец душистый горошек,Добрый гном,True,"ООО ""КАРЕ""",10г,,,Приправа Добрый гном Перец Душистый горошек 10г,"Растительные масла, соусы и приправы|Специи, приправы",перец|перец + горошек|перец + душистый|приправа|приправа + горошек|приправа + горошком|приправа + душистый|приправа + перец|приправа + перец + горошек|приправа + перец + душистый|приправа + перцев
51897,сосиски молочные классика ц/о,МИКОЯН,True,"ЗАО ""Микояновский мясокомбинат""",кг,,,"Сосиски Молочные Классика ц/о, кг Микоян","Мясная гастрономия|Сосиски, сардельки, колбаски",молоко|молочная|молочный|сосиска|сосиски|сосиски + молочные|сосиски + ц о|сосиски + ц/о
51288,колбаса п/к краковская,Ближние горки,True,"ООО ТД ""Дмитрогорский продукт""",кг,,,Колбаса п/к Краковская Ближние горки. кг,Колбасы копченые|Мясная гастрономия,колбаса|колбаса + краковская|колбаса + п к|колбаса + п к + краковская|колбаса + п/к|колбаса + п/к + краковская|колбаска|колбаски|колбаски + п к|колбаски + п/к|колбасный|колбасу
244081,торт птичье молоко,Фили-Бейкер,True,"ООО ""Фили-Бейкер""",1кг,,,"Торт ""Птичье молоко"" Фили-Бейкер 1кг",Кондитерские изделия|Торты и пирожные свежие,торт|торт + молоко|торт + птичье|торт + птичье + молоко
610414,кофе молотый,Черная Карта,True,"ООО ""Штраус"", Россия",250г,,,Кофе молотый  Черная Карта 250г,"Кофе|Чай, кофе, какао",Кофе|кофе|кофе + молотого|кофе + молотый|кофе + с молотого|кофейный|молотый|молотый + кофе
129108,капуста квашеная диабетическая с замен сахара,Не Бренд,True,"ООО ""Эхо""",1000г,,,Капуста квашеная диабетическая с замен.сахара «Белоручка» 1000г,"Овощи, фрукты, грибы, ягоды|Соленые и квашенные овощи и плоды",капуста|капуста + диабетическая|капуста + диабетическая + замен|капуста + диабетическая + с замен|капуста + диабетическая + с сахара|капуста + диабетическая + сахара|капуста + замен|капуста + замен + с сахара|капуста + замен + сахара|капуста + квашеная|капуста + квашеная + диабетическая|капуста + квашеная + замен|капуста + квашеная + с замен|капуста + квашеная + с сахара|капуста + квашеная + сахара|капуста + с замен|капуста + с замен + сахара|капуста + с сахара|капуста + сахара
42893,баранина охл котлетная часть н/к,Собственное производство,False,None,кг,,,"Баранина охл котлетная часть н/к, кг",Мясо и птица|Мясо охлажденное,баранина|баранина + котлетное|баранина + н к|баранина + н к + охл|баранина + н/к|баранина + н/к + охл|баранина + охл|баранина + охл + н к|баранина + охл + н/к|баранина + часть|котлета + охл|котлеты + охл
93466,паштет индейка,Hungrow,True,"ООО ""Старорусский мясной двор""",100г,,,Паштет Hungrow индейка 100г,Консервация|Мясные консервы,индейка|индейки|паштет
156774,мед натуральный алтайский с дозатором,Пчела АЯ,True,"ООО ""Алтайский Пчелоцентр""",150г,,пл/б,Мед натуральный Пчела Ая Алтайский 150г пл/б с дозатором,Консервация|Мед,мед|мед + алтайский|мед + алтайский + дозатором|мед + алтайский + с дозатором|мед + дозатором|мед + натуральный|мед + натуральный + алтайский|мед + натуральный + дозатором|мед + натуральный + с дозатором|мед + с дозатором
66461,макароны гнезда,3 Glocken,True,Newlat GmbH,500г,,,Макароны 3 Glocken Гнезда 500г,Бакалея|Макаронные изделия,макаронные|макароны|макароны + гнезда
206692,набор два вкуса стаканчик с крышкой,MacChocolate,True,"ООО ""ФЕС ПРОДУКТ""",,,,НАБОР МАКШОКО два вкуса+стаканчик с крышкой,"Какао, цикорий|Чай, кофе, какао",набор
93967,набор майонез на перепел яйце на перепел яйце,Mr.Ricco,True,"ОАО ""НЭФИС-БИОПРОДУКТ""",450мл. + 450мл,67% + 67%,пэт,Набор майонез Mr.Ricco На перепел яйце 67% 450мл. + Mr.Ricco На перепел яйце 67% 450мл ПЭТ,"Майонез|Растительные масла, соусы и приправы",майонез|майонез + на перепел|майонез + на перепел + яйце|майонез + на яйце|майонез + перепел|майонез + перепел + на яйце|майонез + перепел + яйце|майонез + яйце|майонезный|набор
45252,голень цыпленка охл,Приосколье,True,None,кг,,,"Голень цыпленка охл Приосколье, кг",Мясо и птица|Птица охлажденная,голень|голень + охл|голень + цыпленка|голень + цыпленка + охл|цыпленок|цыпленок + охл|цыпленок по|цыпленок-по|цыплята|цыплёнок|цыплёнок + охл
594115,макаронные изделия рожки,PL NoName,True,"ОАО ""Макаронно-кондитерское производство""",400г,,,Макаронные изделия Рожки 400г PL FP,Бакалея|Макаронные изделия,изделие|изделия|макаронные|макаронные + изделия|макаронные + изделия + рожки|макаронные + рожки|макароны
94882,кофе молотый колумбия,Jardin,True,"ООО ""ОРИМИ""",250г,,,Кофе молотый Жардин Колумбия Супремо 250г,"Кофе|Чай, кофе, какао",Кофе|кофе|кофе + колумбия|кофе + молотого|кофе + молотый|кофе + с молотого|кофейный|молотый|молотый + кофе
117969,печенье буратино,Золотой ключик,False,"ООО ""Лаком"", Россия",650г,,,Печенье Буратино 650г,Кондитерские изделия|Мучные кондитерские изделия,печенье
346267,оливки каламата с кост,Экомаркет,True,"""SIOURAS S.A.""",1.675мл,,пл/б,Оливки каламата с кост. пл/б 1.675мл ЭкоМаркет,Консервация|Овощные консервы|Оливки,оливки|оливки + каламата|оливки + каламата + кост|оливки + каламата + с кост|оливки + кост|оливки + с кост
594841,оливки фаршированные лососем,О'КЕЙ,True,"EUROLIVA S,A,",300г,,,Оливки ОКЕЙ фаршированные лососем 300г,Консервация|Овощные консервы|Оливки,оливки|оливки + лососем|оливки + с лососем|оливки + фаршированные
242216,сырок творож ваниль,Дмитровский молочный завод,True,"ОАО ""Дмитровский Молочный Завод""",40г,23%,,Сырок творож Дмитровский МЗ 23% ваниль 40г,"Молочные продукты|Молочные продукты, сыры, яйцо|Творожные изделия",сыр|сырки|сырки + ванилином|сырки + с ванилином|сырная|сырные|сырный|сырок|сырок + ванилином|сырок + ваниль|сырок + с ванилином|сырок + творож|сырок + творож + ваниль|творож
200123,оливки гигантские с кост,Ибарра,True,"ACEITES YBARRA, S.A.",240г,,,Оливки Ибарра гигантские с кост. 240г,Консервация|Овощные консервы|Оливки,оливки|оливки + кост|оливки + с кост
43277,бефстроганов из говядины охл,Не Бренд,True,"ООО ""Белорусский вкус"", Россия",кг,,,Бефстроганов из говядины охл. Мясной Двор. кг,Мясо и птица|Мясо охлажденное,бефстроганов
73041,томаты черри маринованные,Vitaland,True,"ИООО ""Вастега""",580мл,,ст/б,Томаты черри маринованные 580мл ст/б Виталэнд,"Консервация|Овощные консервы|Томатная паста, томаты консервированные",помидоры|помидоры + томаты|томат|томатная|томатно|томатное|томатные|томатный|томаты|томаты + маринованные|томаты + черри
175130,свинина тушеная кусковая,Семейный Бюджет,True,"ОАО РАПП ""КАВКАЗ-МЯСО""",340г,,ж/б,Свинина тушеная Семейный Бюджет кусковая 340г ж/б,Консервация|Мясные консервы,свинина|свинина + тушеная
205660,морская капуста,Доль Ким,True,"ЗАО ""Пальдо""",5г,,,Морская капуста ДольКим 5г,"Растительные масла, соусы и приправы|Соусы",капуста|морская|морская + капуста|морские|морской
66467,макароны лапша мелкая тонкая ge,3 Glocken,True,Newlat GmbH,500г,,,Макароны 3Glocken лапша мелкая тонкая GE 500г,Бакалея|Макаронные изделия,лапша|макаронные|макароны|макароны + ge|макароны + лапша|макароны + лапша + ge|макароны + лапша + мелкая|макароны + мелкая
198446,соус песто с трюфелем,Costa Ligure,True,COSTA LIGURE S.N.C.,135г,,,Соус Коста Лигуре Песто с трюфелем 135г,"Растительные масла, соусы и приправы|Соусы",соус|соус + песто
185903,морс черносмородиновый,VALIO,True,Valio Oy,1л,,т/пак,Морс Валио черносмородиновый 1л т/пак,"Напитки, соки|Соки, нектары, морсы",морс|черносмородиновый
112823,патиссоны маринованные,Четыре Сезона,True,"ООО ""Опыт""",1кг,,,Патиссоны 4 Сезона маринованные 1кг,Другие овощные консервы|Консервация|Овощные консервы,патиссон|патиссоны
43569,крыло цыпленка охл,Моссельпром,True,"ЗАО ""Моссельпром"", Россия",кг,,,"Крыло цыпленка охл Моссельпром, кг",Мясо и птица|Птица охлажденная,крыло|крыло + охл|крыло + цыпленка|крыло + цыпленка + охл|крылышки|крылышки + в охл|крылышки + охл|цыпленок|цыпленок + охл|цыпленок по|цыпленок-по|цыплята|цыплёнок|цыплёнок + охл
141254,шоколад российский с миндалем,Россия Щедрая Душа,True,"ООО""Нестле Россия""",90г,,,Шоколад Россия щедрая душа Российский с миндалем 90г,Кондитерские изделия|Шоколад,шоколад|шоколад + миндалем|шоколад + миндаль|шоколад + российский|шоколад + с миндалем|шоколадная|шоколадное|шоколадный
125496,шпинат листовой порционный с/м,Мираторг,True,"ООО ""ТК ""Мираторг""",400г.,,,Шпинат листовой порционный с/м 400г. Vитамин,"Замороженные продукты|Овощи, ягоды, грибы замороженные",лист|листья|шпинат|шпинат + листовой|шпинат + листовой + порционный|шпинат + порционный
174892,мини-карамель,Фруктовые нотки,True,"ООО ""Слада""",200г,,,Мини-карамель Фруктовые нотки 200г,Кондитерские изделия|Конфеты,карамель|мини|мини карамель|мини-карамель
80088,мороженое эскимо gold инмарко,Магнат,True,ООО «Юнилевер Русь»,80г,,,Мороженое эскимо Магнат Gold 80г Инмарко,"Молочные продукты, сыры, яйцо|Мороженое",мороженое|мороженое + инмарко|мороженое + эскимо|эскимо
17450,шампиньоны целые,О'КЕЙ,True,Xiamen Ovisen I/E Co. Ltd,425мл,,,Шампиньоны ОКЕЙ целые 425мл,Грибные консервы|Консервация,шампиньон|шампиньоны|шампиньоны + целые
108411,кисель наслаждение клюква,Stailon,True,"ЗАО ""Молочный завод ""Преображенский""",500г,,бут,Кисель Stailon Наслаждение клюква 500г бут.,"Десерты, каши молочные|Молочные продукты|Молочные продукты, сыры, яйцо",кисель|кисель + клюква|кисель + наслаждение
241661,конфеты топленое молоко,Рот Фронт,True,"ОАО ""Рот Фронт""",250г,,,Конфеты Коровка Рот Фронт топленое молоко 250г,Кондитерские изделия|Конфеты,конфета|конфеты|конфеты + молоко|конфеты + молочный|молоко + топленое|топленое
157134,мороженое kiss me венский яблочный пирог,Не Бренд,False,"ОАО ""Петрохолод""",250г,,,Мороженое Kiss me Венский яблочный пирог 250г,"Молочные продукты, сыры, яйцо|Мороженое",мороженое|мороженое + kiss|мороженое + kiss + me|мороженое + me
242178,крупа рис басмати,Мистраль,True,"ООО ""Мистраль Трейдинг""",500г,,,Крупа Рис Басмати 500г Мистраль,Бакалея|Крупы|Рис,крупа|крупа + басмати|крупа + рис|крупа + рис + басмати|крупа + рисовая|рис|рисовая
138780,кисель вишневый на натур основе,Фитодар,True,"ЗАО ""Еремеевское""",200г,,,Кисель Фитодар Вишневый 200г на  натур.основе,"Растительные масла, соусы и приправы|Специи, приправы",вишня|кисель|кисель + вишня|кисель + на натур|кисель + на натур + основе|кисель + на основе|кисель + натур|кисель + натур + на основе|кисель + натур + основе|кисель + основе
107338,желатин,О'КЕЙ,True,"ООО ""АЙДИГО""",10г,,,Желатин ОКЕЙ 10г,"Ингредиенты для выпечки|Растительные масла, соусы и приправы",желатин
76178,напиток б/алк аромат сильногазир лимонад,Star-Bar,True,"ООО ""ФКПЧФ Бобимэкс тм""",0.175 л,,,Напиток StarBar б/алк аромат сильногазир лимонад 0.175 л,"Лимонады, газированные напитки|Напитки, соки",напитки|напиток|напиток + алк|напиток + алк + аромат|напиток + алк + лимонад|напиток + алк + сильногазир|напиток + аромат|напиток + аромат + сильногазир|напиток + б алк|напиток + б алк + аромат|напиток + б алк + лимонад|напиток + б алк + сильногазир|напиток + б/алк|напиток + б/алк + аромат|напиток + б/алк + лимонад|напиток + б/алк + сильногазир|напиток + из алк|напиток + из алк + аромат|напиток + из б алк|напиток + из б алк + аромат|напиток + из б/алк|напиток + из б/алк + аромат|напиток + лимонад|напиток + сильногазир
602338,пюре картоф с луком,Домашнее БИСТРО,True,"ООО ""Си-Проджект""",180г,,,Пюре картоф. Картошечка с луком 180г,Бакалея|Супы и блюда быстрого приготовления,пюре|пюре + картоф|пюре + картоф + луком|пюре + картоф + с луком|пюре + луком|пюре + с луком
123930,сыр эдам,О'КЕЙ,True,"ООО ""ПиР-ПАК"", Россия",400г,,нарезка,Сыр Эдам ОКЕЙ нарезка 400г,"Молочные продукты, сыры, яйцо|Сыры|Твердые сыры",сыр|сыр + эдам|сырки|сырная|сырные|сырный|сырок|эдам
241788,ацидофилин,Останкинское,True,"ОАО ""Останкинский молочный комбинат""","0,45кг","2,5%",стакан,"Ацидофилин Останкинский 2,5% 0,45кг стакан","Кисломолочные продукты|Молочные продукты|Молочные продукты, сыры, яйцо",ацидофилин
116943,яйцо куриное с1 столичное деревенское ак ногинский,Не Бренд,False,None,,,10шт,Яйцо куриное С1 Столичное Деревенское АК Ногинский 10шт,"Молочные продукты, сыры, яйцо|Яйцо",куриная|куриное|куриный|курица|яичный|яичный + куриный|яйцо|яйцо + деревенское|яйцо + куриное|яйцо + куриное + деревенское|яйцо + куриное + ногинский|яйцо + куриное + с1|яйцо + куриное + столичное|яйцо + ногинский|яйцо + с1|яйцо + с1 + деревенское|яйцо + столичное|яйцо + столичное + ногинский
77684,десерт мол с крем клубника,Растишка,True,"ООО ""Данон Индустрия""",100г,"3,5%",,"Десерт мол.с крем Растишка 3,5% 100г клубника","Молочные продукты|Молочные продукты, сыры, яйцо|Продукты молочные для детей и кормящих мам",десерт|десерт + клубника|десерт + крем|десерт + мол|десерт + мол + крем|мол
51715,колбаса вареная телячья в/с в синюге,Мясной дом БОРОДИНА,True,"ООО ""Мясной дом БОРОДИНА""",кг,,в/у,Колбаса вареная Телячья МД Бородина в/с в синюге в/у. кг,Колбасы вареные|Мясная гастрономия,колбаса|колбаса + в с|колбаса + в с + в синюге|колбаса + в с + синюге|колбаса + в синюге|колбаса + в/с|колбаса + в/с + в синюге|колбаса + в/с + синюге|колбаса + вареная|колбаса + вареная + в с|колбаса + вареная + в синюге|колбаса + вареная + в/с|колбаса + вареная + синюге|колбаса + вареная + телячья|колбаса + синюге|колбаса + телячья|колбаска|колбаски|колбаски + вареные|колбасный|колбасу
144904,нектар мандарин/банан/ябл,Мой,True,"ОАО ""Сады Придонья"", Россия",0.95л,,т/пак,Нектар Мой мандарин/банан/ябл 0.95л т/пак,"Напитки, соки|Соки, нектары, морсы",банан|бананы|мандарин|мандарины|нектар|нектар + ябл
478566,майонез оливковый,Махеевъ,True,"ЗАО ""Эссен Продакшн АГ""",200мл,67%,дой-пак,Майонез Махеевъ оливковый 67% 200мл дой-пак,"Майонез|Растительные масла, соусы и приправы",майонез|майонез + оливковый|майонезный|оливки
242111,хлеб ржаная,Ломайка,True,"ЗАО БКК ""Коломенский""",220г,,,Хлеб Ломайка ржаная 220г Коломенский,"Хлеб, батон, лепешки, лаваш|Хлебобулочные изделия",Хлебцы|ржаная|рожь|хлеб|хлеб + ржаная|хлеб + ржаной|хлебные|хлебушки|хлебцы|хлебцы + ржаные
78292,биойогурт обог б/б злаки,Активиа,True,"ООО ""Данон Индустрия""",870г,2.1%,,Биойогурт обог.б/б Активия 2.1% 870г злаки,"Йогурты и творожки|Молочные продукты|Молочные продукты, сыры, яйцо",биойогурт|биойогурт + б б|биойогурт + б б + злаки|биойогурт + б/б|биойогурт + б/б + злаки|биойогурт + злаки|биойогурт + обог|биойогурт + обог + б б|биойогурт + обог + б/б|биойогурт + обог + злаки
124030,ветчина из говядины,Черкизово,True,"ОАО ЧМПЗ, Россия",400г,,,Ветчина из говядины Черкизово 400г,Мясная гастрономия|Мясные деликатесы,ветчина|ветчина + говядины|ветчина + из говядины|ветчинка|мясной + ветчинный
470856,майонез провансаль,Ряба,True,"ОАО ""Нижегородский масло-жировой комбинат""",900мл,67%,ведро,Майонез Ряба провансаль 67% 900мл ведро,"Майонез|Растительные масла, соусы и приправы",майонез|майонез + провансаль|майонезный|майонезный + провансаль
143398,тунец в майонезе с кукурузой,Морской Котик,True,И.С.А. Вэлью Ко Лтд,185 гр.,,,"Тунец в майонезе с кукурузой, МК 185 гр.",Консервация|Рыбные консервы,тунец
68608,сок лимонный концентр ст,Kuhne,True,Carl Kuhne KG (GmbH & Co),200мл,,бан,Сок лимонный KUHNE концентр. 200мл ст.бан.,"Растительные масла, соусы и приправы|Соусы",лимон|лимонная|лимоны|сок|сок + лимонный
132331,свинина охл лопатка б/к,Мираторг,True,None,кг,,в/у,Свинина охл. лопатка б/к в/у Мираторг. кг,Мясо и птица|Мясо охлажденное,свинина|свинина + б к|свинина + б/к|свинина + лопатка|свинина + лопатка + б к|свинина + лопатка + б/к|свинина + лопаточная|свинина + охл|свинина + охл + б к|свинина + охл + б/к|свинина + охл + лопатка
243706,килька в т/с,Рыбный Двор,True,"ЗАО ""Рыбный Двор""",230г,,,Килька Рыбный Двор в т/с 230г,Консервация|Рыбные консервы,килька|килька + в т с|килька + в т/с|килька + т с|килька + т/с
104655,сосиски premi свинина и телятина с лесными грибами мга мк,Клинский,True,"ОАО ""Мясокомбинат Клинский""",400 г,,,Сосиски PREMI свинина и телятина с лесными грибами МГА 400 г Клинский МК,"Мясная гастрономия|Сосиски, сардельки, колбаски",сосиска|сосиски|сосиски + premi|сосиски + premi + и телятина|сосиски + premi + мга|сосиски + premi + мк|сосиски + premi + телятина|сосиски + и телятина|сосиски + и телятина + мга|сосиски + и телятина + мк|сосиски + мга|сосиски + мга + мк|сосиски + мк|сосиски + свиные|сосиски + телятина|сосиски + телятина + мга|сосиски + телятина + мк
245879,лапша сытный обед говядина т/ст,Доширак,True,"ООО""Доширак Коя""",110г,,,Лапша Доширак Сытный обед Говядина 110г т/ст,Бакалея|Супы и блюда быстрого приготовления,лапша|лапша + говядина|лапша + говядины|лапша + обед|лапша + обед + т ст|лапша + обед + т/ст|лапша + сытный|лапша + сытный + обед|лапша + сытный + т ст|лапша + сытный + т/ст|лапша + т ст|лапша + т/ст
165814,паштет курица/печень,Hungrow,True,"ООО ""Старорусский мясной двор""",100г,,,Паштет Hungrow курица/печень 100г,Консервация|Мясные консервы,куриная|куриное|куриный|курица|паштет|паштет + из печени|паштет + куриный|паштет + печени|паштет + печеночный|паштет + печенью|паштет + с печенью|печень
23504,смесь салатов месклан радиччо фриссе лолло россо,Не Бренд,True,None,60г,,уп,"Смесь салатов Месклан (радиччо+фриссе+лолло россо) ""Белая Дача"" 60г, уп","Зелень|Овощи, фрукты, грибы, ягоды",салат|смесь|смесь + салатная
243216,крупа рис экстра тайский жасмин,Агроальянс,True,Агроальянс,500г,,,Крупа Рис Экстра Тайский Жасмин 500г Агро-Альянс,Бакалея|Крупы|Рис,крупа|крупа + жасмин|крупа + рис|крупа + рис + жасмин|крупа + рис + экстра|крупа + рисовая|крупа + экстра|рис|рисовая
194978,кофе растворимый блэк стекло,Bushido,True,Haco LTD.,100г,,,Кофе растворимый Бушидо Блэк 100г стекло,"Кофе|Чай, кофе, какао",Кофе|кофе|кофе + растворимый|кофе + растворимый + стекло|кофе + стекло|кофейный
74290,конфеты reber шоколадные ассорти,Mozart,True,"""Paul Reber Gmbh & Co. RG""",340г,,кор,Конфеты Mozart Reber шоколадные Ассорти 340г кор,Кондитерские изделия|Конфеты,конфета|конфеты|конфеты + reber|конфеты + reber + шоколадные|конфеты + ассорти|конфеты + с шоколадно|конфеты + шоколад|конфеты + шоколадно|конфеты + шоколадные|конфеты + шоколадные + ассорти|конфеты + шоколадом|конфеты + шоколадом + ассорти|конфеты + шоколадом + с шоколадно|конфеты + шоколадом + шоколадно|шоколад + в конфет|шоколад + конфет
245093,сосиски баварские,ДЫМОВ,True,"ООО""Дымовское колбасное производство""",600г,,,Сосиски Баварские ДЫМОВ 600г,"Мясная гастрономия|Сосиски, сардельки, колбаски",сосиска|сосиски|сосиски + баварские
245250,хлеб бурже цельнозерновой в нарез,Хлебный дом,True,"ОАО ""Фацер""",350г,,,Хлеб Бурже цельнозерновой в нарез 350г Fazer,"Хлеб, батон, лепешки, лаваш|Хлебобулочные изделия",Хлебцы|хлеб|хлеб + бурже|хлеб + бурже + в нарез|хлеб + бурже + нарез|хлеб + в нарез|хлеб + в нарезке|хлеб + нарез|хлеб + нарезке|хлеб + цельнозерновой|хлебные|хлебушки|хлебцы
110259,слойка свердловская,Аладушкин,True,"ЗАО ""Охтинское""",200г,,2шт,Слойка Свердловская 2шт 200г Аладушкин,"Выпечка, изделия сдобные|Хлебобулочные изделия",слойка|слойка + свердловская
517477,огурцы по-берлински,Lutik,True,Neo Foods Private Limited,720мл,,,Огурцы Lutik по-берлински 720мл,Консервация|Овощные консервы|Огурцы соленые и маринованные,огурец|огурцы|огурчики
205625,куриный суп с сухариками,Knorr,True,ООО «Юнилевер Русь»,16г,,,Чашка супа Knorr Куриный суп с сухариками 16г,Бакалея|Супы и блюда быстрого приготовления,куриная|куриное|куриный|курица|суп|суп + куриный|суповой
79978,мука рисовая ту,Кудесница,True,"ПАО ""Петербургский мельничный комбинат""",1кг,,,Мука Кудесница рисовая ТУ 1кг,Бакалея|Мука,мука|мука + рисовая|мука + ту|мучные|рис|рисовая
67354,хлеб цельнозерновой упаковка,Delba,True,Делба Бакбетриб,250г,,пл,Хлеб Delba Цельнозерновой 250г пл.упаковка,"Хлеб, батон, лепешки, лаваш|Хлебобулочные изделия",Хлебцы|хлеб|хлеб + упаковка|хлеб + цельнозерновой|хлебные|хлебушки|хлебцы
47277,сервелат ореховый в/к,ДЫМОВ,True,None,1 кг,,,Сервелат  Ореховый  в/к  1 кг Дымов,Колбасы копченые|Мясная гастрономия,орех|орешки|сервелат|сервелат + в к|сервелат + в/к
241576,батончик мюсли шоколад/банан,Corny,True,Schwartau GmbH,50г,,,Батончик мюсли Corny Шоколад/Банан 50г,Бакалея|Сухие завтраки,батон|батончик|батончик + мюсли|батончик + мюсли + шоколад|батончик + шоколад|батончик мюсли|батончик-мюсли|батончики|батончики + мюсли|булка|булки|булочка|булочки|мюсли|шоколадный + батончик
94388,вафли шоколадные,Волжские,True,"ОАО ""Волжский пекарь""",220г,,,Вафли Волжские Шоколадные 220г,Кондитерские изделия|Мучные кондитерские изделия,вафельные|вафли|шоколад|шоколадная|шоколадное|шоколадный
180612,колбаса московская с/к,Окраина,True,"ООО ""МПЗ Богородский""",кг,,,Колбаса Московская с/к Окраина. кг,Колбасы копченые|Мясная гастрономия,колбаса|колбаса + московская|колбаса + с к|колбаса + с/к|колбаска|колбаски|колбаски + с к|колбаски + с/к|колбасный|колбасу
241766,продукт творож малина/шоколад,Даниссимо,True,"ООО ""Данон Индустрия""",130г,6.2%,,Продукт творож Даниссимо 6.2% 130г малина/шоколад,"Йогурты и творожки|Молочные продукты|Молочные продукты, сыры, яйцо",продукт|продукт + малина|продукт + творож|продукт + творож + малина|продукт + творож + шоколад|продукт + шоколад|творож
242382,паштет куриный нежный,Hungrow,True,"ООО ""Старорусский мясной двор""",95г,,ж/б,Паштет Hungrow куриный нежный 95г ж/б,Консервация|Мясные консервы,куриная|куриное|куриный|курица|паштет|паштет + куриный|паштет + нежный
88346,снэк какао молоч-йогуртовый,Демио,True,RICHETTI SPA,30г,27.3%,,Снэк Демио какао молоч-йогуртовый 27.3% 30г,"Десерты, каши молочные|Молочные продукты|Молочные продукты, сыры, яйцо",какао|снэк
242844,сырок глазир,Творобушки,True,"ООО ""Молочное дело - Ивня""",6х30г,16%,,Сырок глазир Творобушки 16% 6х30г,"Молочные продукты|Молочные продукты, сыры, яйцо|Творожные изделия",сыр|сырки|сырки + глазир|сырная|сырные|сырный|сырок|сырок + глазир
19271,соль выварочная,Белёк,True,"ООО ""Солонь""",600г,,,Соль Белёк выварочная 600г,Бакалея|Соль,соль|соль + выварочная
90764,яйцо куриное со активита,Роскар,True,None,,,10шт,Яйцо куриное СО Активита Роскар 10шт,"Молочные продукты, сыры, яйцо|Яйцо",куриная|куриное|куриный|курица|яичный|яичный + куриный|яйцо|яйцо + куриное|яйцо + куриное + со|яйцо + со
43556,дорада с/г непотр охл 300-400,Не Бренд,False,None,кг,,,"Дорада с/г непотр. охл.300-400, кг","Рыба охлажденная и замороженная|Рыба, морепродукты и икра",дорада|дорада + 300|дорада + 400|дорада + непотр|дорада + непотр + 300|дорада + непотр + 400|дорада + непотр + охл|дорада + охл|дорада + охл + 300|дорада + охл + 400|дорада + с г|дорада + с г + 300|дорада + с г + 400|дорада + с г + непотр|дорада + с г + охл|дорада + с/г|дорада + с/г + 300|дорада + с/г + 400|дорада + с/г + непотр|дорада + с/г + охл
140504,сырок глазированный кокос,О'КЕЙ,True,ООО «РостАгроКомплекс»,45г,,,Сырок глазированный ОКЕЙ кокос 45г,"Молочные продукты|Молочные продукты, сыры, яйцо|Творожные изделия",сыр|сырки|сырки + глазированные|сырная|сырные|сырный|сырок|сырок + глазированный|сырок + кокос
60391,сироп кленовый,Maile,False,"""Famille Michaud Apiculteurs""",189мл,,,Сироп кленовый 189мл,Консервация|Фруктово-ягодная консервация,сироп|сироп + кленовый
185220,томаты маринованные,FAMILY,True,"ООО ""Консервный завод ""Универ""",720мл,,,Томаты маринованные FAMILY 720мл,"Консервация|Овощные консервы|Томатная паста, томаты консервированные",помидоры|помидоры + томаты|томат|томатная|томатно|томатное|томатные|томатный|томаты|томаты + маринованные
